pathwayName	entrez	gene_symbol
BBSome-mediated cargo-targeting to cilium	79738	BBS10
Carboxyterminal post-translational modifications of tubulin	79739	TTLL7
ER to Golgi Anterograde Transport	79748	LMAN1L
COPII-mediated vesicle transport	79748	LMAN1L
Asparagine N-linked glycosylation	79748	LMAN1L
Cargo concentration in the ER	79748	LMAN1L
Transport to the Golgi and subsequent modification	79748	LMAN1L
Factors involved in megakaryocyte development and platelet production	7975	MAFK
Transport of inorganic cations/anions and amino acids/oligopeptides	79751	SLC25A22
SLC-mediated transmembrane transport	79751	SLC25A22
Organic anion transporters	79751	SLC25A22
Neddylation	79754	ASB13
Antigen processing: Ubiquitination & Proteasome degradation	79754	ASB13
Class I MHC mediated antigen processing & presentation	79754	ASB13
Signaling by WNT	7976	FZD3
Class B/2 (Secretin family receptors)	7976	FZD3
Beta-catenin independent WNT signaling	7976	FZD3
Ca2+ pathway	7976	FZD3
PCP/CE pathway	7976	FZD3
Asymmetric localization of PCP proteins	7976	FZD3
GPCR ligand binding	7976	FZD3
snRNP Assembly	79760	GEMIN7
Metabolism of non-coding RNA	79760	GEMIN7
Peroxisomal lipid metabolism	79777	ACBD4
Fatty acid metabolism	79777	ACBD4
Mitochondrial biogenesis	7978	MTERF1
Transcriptional activation of mitochondrial biogenesis	7978	MTERF1
Signaling by Rho GTPases	79784	MYH14
RHO GTPase Effectors	79784	MYH14
EPH-Ephrin signaling	79784	MYH14
Semaphorin interactions	79784	MYH14
EPHA-mediated growth cone collapse	79784	MYH14
Sema4D in semaphorin signaling	79784	MYH14
RHO GTPases activate PKNs	79784	MYH14
RHO GTPases activate CIT	79784	MYH14
RHO GTPases Activate ROCKs	79784	MYH14
RHO GTPases activate PAKs	79784	MYH14
Apoptosis	7979	SEM1
Downstream signaling events of B Cell Receptor (BCR)	7979	SEM1
Activation of NF-kappaB in B cells	7979	SEM1
Cellular response to hypoxia	7979	SEM1
Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	7979	SEM1
ER-Phagosome pathway	7979	SEM1
Antigen processing-Cross presentation	7979	SEM1
Cross-presentation of soluble exogenous antigens (endosomes)	7979	SEM1
PIP3 activates AKT signaling	7979	SEM1
Signaling by NOTCH	7979	SEM1
HIV Infection	7979	SEM1
Host Interactions of HIV factors	7979	SEM1
Regulation of Apoptosis	7979	SEM1
Autodegradation of Cdh1 by Cdh1:APC/C	7979	SEM1
APC/C-mediated degradation of cell cycle proteins	7979	SEM1
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	7979	SEM1
Regulation of APC/C activators between G1/S and early anaphase	7979	SEM1
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	7979	SEM1
Vif-mediated degradation of APOBEC3G	7979	SEM1
SCF(Skp2)-mediated degradation of p27/p21	7979	SEM1
Degradation of beta-catenin by the destruction complex	7979	SEM1
Signaling by WNT	7979	SEM1
TCF dependent signaling in response to WNT	7979	SEM1
TCR signaling	7979	SEM1
Downstream TCR signaling	7979	SEM1
Regulation of activated PAK-2p34 by proteasome mediated degradation	7979	SEM1
Fc epsilon receptor (FCERI) signaling	7979	SEM1
Mitotic Metaphase and Anaphase	7979	SEM1
FCERI mediated NF-kB activation	7979	SEM1
Regulation of ornithine decarboxylase (ODC)	7979	SEM1
Metabolism of polyamines	7979	SEM1
Signaling by ROBO receptors	7979	SEM1
ABC-family proteins mediated transport	7979	SEM1
Beta-catenin independent WNT signaling	7979	SEM1
PCP/CE pathway	7979	SEM1
Interleukin-1 family signaling	7979	SEM1
Signaling by Interleukins	7979	SEM1
AUF1 (hnRNP D0) binds and destabilizes mRNA	7979	SEM1
Regulation of mRNA stability by proteins that bind AU-rich elements	7979	SEM1
Mitotic G2-G2/M phases	7979	SEM1
Regulation of mitotic cell cycle	7979	SEM1
Mitotic G1 phase and G1/S transition	7979	SEM1
Asymmetric localization of PCP proteins	7979	SEM1
Degradation of AXIN	7979	SEM1
Degradation of DVL	7979	SEM1
Hedgehog ligand biogenesis	7979	SEM1
Signaling by Hedgehog	7979	SEM1
Dectin-1 mediated noncanonical NF-kB signaling	7979	SEM1
CLEC7A (Dectin-1) signaling	7979	SEM1
Degradation of GLI1 by the proteasome	7979	SEM1
Degradation of GLI2 by the proteasome	7979	SEM1
GLI3 is processed to GLI3R by the proteasome	7979	SEM1
Hedgehog 'off' state	7979	SEM1
C-type lectin receptors (CLRs)	7979	SEM1
Hedgehog 'on' state	7979	SEM1
Regulation of RAS by GAPs	7979	SEM1
Diseases of signal transduction by growth factor receptors and second messengers	7979	SEM1
TNFR2 non-canonical NF-kB pathway	7979	SEM1
RAF/MAP kinase cascade	7979	SEM1
NIK-->noncanonical NF-kB signaling	7979	SEM1
MAPK family signaling cascades	7979	SEM1
MAPK1/MAPK3 signaling	7979	SEM1
MAPK6/MAPK4 signaling	7979	SEM1
Deubiquitination	7979	SEM1
UCH proteinases	7979	SEM1
Ub-specific processing proteases	7979	SEM1
PTEN Regulation	7979	SEM1
CDT1 association with the CDC6:ORC:origin complex	7979	SEM1
Assembly of the pre-replicative complex	7979	SEM1
Mitotic Anaphase	7979	SEM1
M Phase	7979	SEM1
Orc1 removal from chromatin	7979	SEM1
DNA Replication Pre-Initiation	7979	SEM1
CDK-mediated phosphorylation and removal of Cdc6	7979	SEM1
Switching of origins to a post-replicative state	7979	SEM1
Cyclin E associated events during G1/S transition	7979	SEM1
G1/S Transition	7979	SEM1
Synthesis of DNA	7979	SEM1
S Phase	7979	SEM1
G2/M Transition	7979	SEM1
G2/M Checkpoints	7979	SEM1
p53-Dependent G1 DNA Damage Response	7979	SEM1
p53-Dependent G1/S DNA damage checkpoint	7979	SEM1
p53-Independent DNA Damage Response	7979	SEM1
p53-Independent G1/S DNA damage checkpoint	7979	SEM1
G1/S DNA Damage Checkpoints	7979	SEM1
Cell Cycle Checkpoints	7979	SEM1
Cyclin A:Cdk2-associated events at S phase entry	7979	SEM1
Metabolism of amino acids and derivatives	7979	SEM1
Ubiquitin-dependent degradation of Cyclin D	7979	SEM1
The role of GTSE1 in G2/M progression after G2 checkpoint	7979	SEM1
FBXL7 down-regulates AURKA during mitotic entry and in early mitosis	7979	SEM1
Transcriptional regulation by RUNX3	7979	SEM1
Transcriptional regulation by RUNX2	7979	SEM1
Transcriptional regulation by RUNX1	7979	SEM1
RUNX1 regulates transcription of genes involved in differentiation of HSCs	7979	SEM1
Regulation of RUNX2 expression and activity	7979	SEM1
Regulation of RUNX3 expression and activity	7979	SEM1
Regulation of PTEN stability and activity	7979	SEM1
Neddylation	7979	SEM1
Intracellular signaling by second messengers	7979	SEM1
Regulation of expression of SLITs and ROBOs	7979	SEM1
Signaling by NOTCH4	7979	SEM1
Interleukin-1 signaling	7979	SEM1
Negative regulation of NOTCH4 signaling	7979	SEM1
FLT3 Signaling	7979	SEM1
Antigen processing: Ubiquitination & Proteasome degradation	7979	SEM1
Class I MHC mediated antigen processing & presentation	7979	SEM1
Signaling by the B Cell Receptor (BCR)	7979	SEM1
Neddylation	79791	FBXO31
Antigen processing: Ubiquitination & Proteasome degradation	79791	FBXO31
Class I MHC mediated antigen processing & presentation	79791	FBXO31
Neutrophil degranulation	79792	GSDMD
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	79796	ALG9
Asparagine N-linked glycosylation	79796	ALG9
Phase II - Conjugation of compounds	79799	UGT2A3
Glucuronidation	79799	UGT2A3
Biological oxidations	79799	UGT2A3
Signaling by Hedgehog	79809	TTC21B
Hedgehog 'off' state	79809	TTC21B
Cilium Assembly	79809	TTC21B
Intraflagellar transport	79809	TTC21B
Senescence-Associated Secretory Phenotype (SASP)	79813	EHMT1
Cellular Senescence	79813	EHMT1
PKMTs methylate histone lysines	79813	EHMT1
Chromatin modifying enzymes	79813	EHMT1
Transcriptional Regulation by TP53	79813	EHMT1
Regulation of TP53 Activity	79813	EHMT1
Transcriptional Regulation by VENTX	79813	EHMT1
Transcriptional Regulation by E2F6	79813	EHMT1
Metabolism of polyamines	79814	AGMAT
Metabolism of amino acids and derivatives	79814	AGMAT
Miscellaneous transport and binding events	79815	NIPAL2
Fertilization	79820	CATSPERB
Visual phototransduction	79823	CAMKMT
G alpha (i) signalling events	79823	CAMKMT
Protein methylation	79823	CAMKMT
snRNP Assembly	79833	GEMIN6
Metabolism of non-coding RNA	79833	GEMIN6
PIP3 activates AKT signaling	79837	PIP4K2C
PI Metabolism	79837	PIP4K2C
Phospholipid metabolism	79837	PIP4K2C
Synthesis of PIPs at the plasma membrane	79837	PIP4K2C
Negative regulation of the PI3K/AKT network	79837	PIP4K2C
Transcriptional Regulation by TP53	79837	PIP4K2C
Regulation of TP53 Activity	79837	PIP4K2C
PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling	79837	PIP4K2C
Intracellular signaling by second messengers	79837	PIP4K2C
NRAGE signals death through JNK	7984	ARHGEF5
p75 NTR receptor-mediated signalling	7984	ARHGEF5
Signaling by Rho GTPases	7984	ARHGEF5
Rho GTPase cycle	7984	ARHGEF5
Cell death signalling via NRAGE, NRIF and NADE	7984	ARHGEF5
G alpha (12/13) signalling events	7984	ARHGEF5
Death Receptor Signalling	7984	ARHGEF5
DNA Double-Strand Break Repair	79840	NHEJ1
Nonhomologous End-Joining (NHEJ)	79840	NHEJ1
Carboxyterminal post-translational modifications of tubulin	79841	AGBL2
Uptake and actions of bacterial toxins	79849	PDZD3
Neurotransmitter receptors and postsynaptic signal transmission	79861	TUBAL3
Transmission across Chemical Synapses	79861	TUBAL3
Translocation of SLC2A4 (GLUT4) to the plasma membrane	79861	TUBAL3
Gap junction trafficking and regulation	79861	TUBAL3
Macroautophagy	79861	TUBAL3
Gap junction trafficking	79861	TUBAL3
Gap junction assembly	79861	TUBAL3
Signaling by Rho GTPases	79861	TUBAL3
RHO GTPase Effectors	79861	TUBAL3
ER to Golgi Anterograde Transport	79861	TUBAL3
MHC class II antigen presentation	79861	TUBAL3
Resolution of Sister Chromatid Cohesion	79861	TUBAL3
Mitotic Metaphase and Anaphase	79861	TUBAL3
HSP90 chaperone cycle for steroid hormone receptors (SHR)	79861	TUBAL3
L1CAM interactions	79861	TUBAL3
Recruitment of NuMA to mitotic centrosomes	79861	TUBAL3
Cooperation of Prefoldin and TriC/CCT  in actin and tubulin folding	79861	TUBAL3
Formation of tubulin folding intermediates by CCT/TriC	79861	TUBAL3
Post-chaperonin tubulin folding pathway	79861	TUBAL3
Chaperonin-mediated protein folding	79861	TUBAL3
Protein folding	79861	TUBAL3
Recycling pathway of L1	79861	TUBAL3
Post NMDA receptor activation events	79861	TUBAL3
Activation of NMDA receptors and postsynaptic events	79861	TUBAL3
Asparagine N-linked glycosylation	79861	TUBAL3
Mitotic G2-G2/M phases	79861	TUBAL3
Cilium Assembly	79861	TUBAL3
RHO GTPases activate IQGAPs	79861	TUBAL3
RHO GTPases Activate Formins	79861	TUBAL3
COPI-mediated anterograde transport	79861	TUBAL3
COPI-dependent Golgi-to-ER retrograde traffic	79861	TUBAL3
COPI-independent Golgi-to-ER retrograde traffic	79861	TUBAL3
Intra-Golgi and retrograde Golgi-to-ER traffic	79861	TUBAL3
Mitotic Prometaphase	79861	TUBAL3
Mitotic Anaphase	79861	TUBAL3
M Phase	79861	TUBAL3
G2/M Transition	79861	TUBAL3
The role of GTSE1 in G2/M progression after G2 checkpoint	79861	TUBAL3
Golgi-to-ER retrograde transport	79861	TUBAL3
Carboxyterminal post-translational modifications of tubulin	79861	TUBAL3
Transport to the Golgi and subsequent modification	79861	TUBAL3
HCMV Infection	79861	TUBAL3
HCMV Early Events	79861	TUBAL3
Assembly and cell surface presentation of NMDA receptors	79861	TUBAL3
Aggrephagy	79861	TUBAL3
EML4 and NUDC in mitotic spindle formation	79861	TUBAL3
Selective autophagy	79861	TUBAL3
Kinesins	79861	TUBAL3
Factors involved in megakaryocyte development and platelet production	79861	TUBAL3
Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	79865	TREML2
Regulation of PLK1 Activity at G2/M Transition	79866	BORA
Mitotic G2-G2/M phases	79866	BORA
G2/M Transition	79866	BORA
Cilium Assembly	79867	TCTN2
Anchoring of the basal body to the plasma membrane	79867	TCTN2
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	79868	ALG13
Asparagine N-linked glycosylation	79868	ALG13
mRNA Splicing - Major Pathway	79869	CPSF7
mRNA Splicing	79869	CPSF7
mRNA 3'-end processing	79869	CPSF7
Processing of Capped Intron-Containing Pre-mRNA	79869	CPSF7
RNA Polymerase II Transcription Termination	79869	CPSF7
Processing of Capped Intronless Pre-mRNA	79869	CPSF7
Processing of Intronless Pre-mRNAs	79869	CPSF7
RNA polymerase II transcribes snRNA genes	79871	RPAP2
Listeria monocytogenes entry into host cells	79872	CBLL1
Metabolism of nucleotides	79873	NUDT18
Purine catabolism	79873	NUDT18
Nucleobase catabolism	79873	NUDT18
O-linked glycosylation	79875	THSD4
O-glycosylation of TSR domain-containing proteins	79875	THSD4
Antigen processing: Ubiquitination & Proteasome degradation	79876	UBA5
Class I MHC mediated antigen processing & presentation	79876	UBA5
Signaling by NOTCH	79885	HDAC11
Signaling by NOTCH1	79885	HDAC11
NOTCH1 Intracellular Domain Regulates Transcription	79885	HDAC11
Notch-HLH transcription pathway	79885	HDAC11
Diseases of signal transduction by growth factor receptors and second messengers	79885	HDAC11
Acyl chain remodelling of PC	79887	PLBD1
Acyl chain remodelling of PE	79887	PLBD1
Acyl chain remodelling of PI	79887	PLBD1
Glycerophospholipid biosynthesis	79887	PLBD1
Phospholipid metabolism	79887	PLBD1
Acyl chain remodelling of PC	79888	LPCAT1
Acyl chain remodelling of PG	79888	LPCAT1
Synthesis of PA	79888	LPCAT1
Synthesis of PC	79888	LPCAT1
Glycerophospholipid biosynthesis	79888	LPCAT1
Phospholipid metabolism	79888	LPCAT1
Neutrophil degranulation	79888	LPCAT1
RAB GEFs exchange GTP for GDP on RABs	79890	RIN3
Rab regulation of trafficking	79890	RIN3
Neutrophil degranulation	79895	ATP8B4
Ion transport by P-type ATPases	79895	ATP8B4
Ion channel transport	79895	ATP8B4
Class B/2 (Secretin family receptors)	799	CALCR
Calcitonin-like ligand receptors	799	CALCR
GPCR ligand binding	799	CALCR
Leishmania infection	799	CALCR
Anti-inflammatory response favouring Leishmania parasite infection	799	CALCR
Leishmania parasite growth and survival	799	CALCR
Iron uptake and transport	79901	CYBRD1
ISG15 antiviral mechanism	79902	NUP85
Antiviral mechanism by IFN-stimulated genes	79902	NUP85
Amplification of signal from the kinetochores	79902	NUP85
Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal	79902	NUP85
Transport of the SLBP independent Mature mRNA	79902	NUP85
Transport of the SLBP Dependant Mature mRNA	79902	NUP85
Transport of Mature mRNA Derived from an Intronless Transcript	79902	NUP85
Transport of Mature mRNAs Derived from Intronless Transcripts	79902	NUP85
Transport of Mature mRNA derived from an Intron-Containing Transcript	79902	NUP85
HIV Life Cycle	79902	NUP85
Late Phase of HIV Life Cycle	79902	NUP85
HIV Infection	79902	NUP85
Host Interactions of HIV factors	79902	NUP85
Influenza Infection	79902	NUP85
Influenza Viral RNA Transcription and Replication	79902	NUP85
Regulation of Glucokinase by Glucokinase Regulatory Protein	79902	NUP85
Interactions of Vpr with host cellular proteins	79902	NUP85
Interactions of Rev with host cellular proteins	79902	NUP85
snRNP Assembly	79902	NUP85
Signaling by Rho GTPases	79902	NUP85
Metabolism of non-coding RNA	79902	NUP85
RHO GTPase Effectors	79902	NUP85
Gene Silencing by RNA	79902	NUP85
Resolution of Sister Chromatid Cohesion	79902	NUP85
Mitotic Metaphase and Anaphase	79902	NUP85
Nuclear Envelope Breakdown	79902	NUP85
SUMOylation	79902	NUP85
SUMOylation of DNA damage response and repair proteins	79902	NUP85
SUMO E3 ligases SUMOylate target proteins	79902	NUP85
SUMOylation of ubiquitinylation proteins	79902	NUP85
Regulation of HSF1-mediated heat shock response	79902	NUP85
Cellular response to heat stress	79902	NUP85
SUMOylation of SUMOylation proteins	79902	NUP85
SUMOylation of chromatin organization proteins	79902	NUP85
SUMOylation of RNA binding proteins	79902	NUP85
SUMOylation of DNA replication proteins	79902	NUP85
Transcriptional regulation by small RNAs	79902	NUP85
RHO GTPases Activate Formins	79902	NUP85
tRNA processing in the nucleus	79902	NUP85
Mitotic Prophase	79902	NUP85
Mitotic Prometaphase	79902	NUP85
Mitotic Anaphase	79902	NUP85
M Phase	79902	NUP85
Mitotic Spindle Checkpoint	79902	NUP85
Cell Cycle Checkpoints	79902	NUP85
Glycolysis	79902	NUP85
Glucose metabolism	79902	NUP85
Metabolism of carbohydrates	79902	NUP85
Transport of Mature Transcript to Cytoplasm	79902	NUP85
Processing of Capped Intron-Containing Pre-mRNA	79902	NUP85
tRNA processing	79902	NUP85
Interferon Signaling	79902	NUP85
HCMV Infection	79902	NUP85
HCMV Early Events	79902	NUP85
HCMV Late Events	79902	NUP85
EML4 and NUDC in mitotic spindle formation	79902	NUP85
Butyrophilin (BTN) family interactions	79908	BTNL8
Asparagine N-linked glycosylation	7991	TUSC3
Miscellaneous transport and binding events	7991	TUSC3
Deubiquitination	79913	ACTR5
UCH proteinases	79913	ACTR5
DNA Damage Recognition in GG-NER	79913	ACTR5
Nucleotide Excision Repair	79913	ACTR5
Global Genome Nucleotide Excision Repair (GG-NER)	79913	ACTR5
PKMTs methylate histone lysines	79918	SETD6
Chromatin modifying enzymes	79918	SETD6
rRNA processing	79922	MRM1
rRNA processing in the mitochondrion	79922	MRM1
POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation	79923	NANOG
Signaling by Interleukins	79923	NANOG
Transcriptional regulation of pluripotent stem cells	79923	NANOG
Interleukin-4 and Interleukin-13 signaling	79923	NANOG
Class B/2 (Secretin family receptors)	79924	ADM2
Calcitonin-like ligand receptors	79924	ADM2
GPCR ligand binding	79924	ADM2
Leishmania infection	79924	ADM2
Anti-inflammatory response favouring Leishmania parasite infection	79924	ADM2
Leishmania parasite growth and survival	79924	ADM2
Neutrophil degranulation	79930	DOK3
Deubiquitination	79931	TNIP3
Ovarian tumor domain proteases	79931	TNIP3
HATs acetylate histones	7994	KAT6A
Chromatin modifying enzymes	7994	KAT6A
Transcriptional Regulation by TP53	7994	KAT6A
Regulation of TP53 Activity	7994	KAT6A
The citric acid (TCA) cycle and respiratory electron transport	79944	L2HGDH
Pyruvate metabolism and Citric Acid (TCA) cycle	79944	L2HGDH
Biosynthesis of the N-glycan precursor (dolichol lipid-linked oligosaccharide, LLO) and transfer to a nascent protein	79947	DHDDS
Asparagine N-linked glycosylation	79947	DHDDS
Synthesis of substrates in N-glycan biosythesis	79947	DHDDS
Class A/1 (Rhodopsin-like receptors)	79948	PLPPR3
